Name,Type,TypeName,Etat,SubEtat,DES,ETA,Worlds,Engines,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands
Sprinkler 4 heads elastic (Top-Right),138,TYPE_ROULETTE,0,10,NMP,MPL,2,R1-KIT-EDU,64,0,10,5,0,0,True,,69-7-15-23-31-39-47-55-63,2-254-23-0-11-1-5-11-20-1-2-254-23-1-11-99-20-1-0-254-23-2-11-99-20-1-2-0-23-3-11-99-20-1-0-2-23-4-11-99-20-1-254-0-23-5-11-99-20-1-0-2-23-6-11-99-20-1-2-0-23-7-11-99-20-1-0-0-23-8-33-255
Maracas (Flying),139,TYPE_MARACAS_BAS,2,3,NMP,MPL,2,R1-KIT-EDU,56,128,16,0,1,0,False,,,
Flying Ring (Falling),140,TYPE_PT_GRAPPIN,0,0,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,13-7,2-200-23-0-11-0-2-10-20-254-0-1-23-1-33-255
Flying Ring,140,TYPE_PT_GRAPPIN,0,1,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,,2-254-33-255
Flying Ring (Horizontal),140,TYPE_PT_GRAPPIN,0,1,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,1-9,11-99-20-1-1-0-23-0-11-99-20-1-255-0-23-1-33-255
Flying Ring (Vertical),140,TYPE_PT_GRAPPIN,0,1,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,1-9,11-99-20-1-0-255-23-0-11-99-20-1-0-1-23-1-33-255
Flying Ring (Down on grab and stops),140,TYPE_PT_GRAPPIN,0,2,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,23-9-17,2-10-23-0-11-0-5-1-11-99-20-1-0-2-23-1-11-99-20-1-0-0-23-2-33-255
Flying Ring (Left on grab and stops),140,TYPE_PT_GRAPPIN,0,2,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,23-9-17,2-10-23-0-11-0-5-1-11-99-20-1-254-0-23-1-11-99-20-1-0-0-23-2-33-255
Flying Ring (Right on grab and stops),140,TYPE_PT_GRAPPIN,0,2,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,23-9-17,2-10-23-0-11-0-5-1-11-99-20-1-2-0-23-1-11-99-20-1-0-0-23-2-33-255
Flying Ring (Up on grab and stops),140,TYPE_PT_GRAPPIN,0,2,GRP,GRP,1-2-3-4-5-6,R1-KIT-EDU,36,32,20,0,1,255,False,,23-9-17,2-10-23-0-11-0-5-1-11-99-20-1-0-254-23-1-11-99-20-1-0-0-23-2-33-255
Snow (Stop?),141,TYPE_NEIGE,0,21,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Stop),141,TYPE_NEIGE,0,22,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (fast rain),141,TYPE_NEIGE,0,23,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Reset fast vertical speed),141,TYPE_NEIGE,0,24,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Wind left),141,TYPE_NEIGE,0,25,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Wind right),141,TYPE_NEIGE,0,26,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Wind fast left),141,TYPE_NEIGE,0,27,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Wind fast right),141,TYPE_NEIGE,0,28,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (No wind),141,TYPE_NEIGE,0,29,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Snow up then down),141,TYPE_NEIGE,0,30,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Snow (Start),141,TYPE_NEIGE,0,32,RAY,RAY,1-2-3-4-5-6,R1-EDU,5,5,0,0,1,254,False,,,
Oneup,142,TYPE_ONEUP,5,19,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,80,64,32,0,200,0,False,,,2-254-33-255
Item collected,143,TYPE_NOVA2,5,20,PNG,PNG,1-2-3-5-6,R1-KIT-EDU,80,64,48,0,0,0,False,,,2-254-33-255
Item collected,143,TYPE_NOVA2,5,20,PNG,PNG,4,R1-KIT-EDU,80,64,48,0,0,0,False,,,30-254-33-255
Eyes Evil,145,TYPE_KILLING_EYES,0,0,BYE,BYE,2-4-5,R1-KIT-EDU,80,96,50,0,4,255,False,,,2-254-33-255
Lightning Bolt,146,TYPE_FLASH,0,4,BYE,BYE,2-5,R1-KIT-EDU,80,80,0,0,0,254,False,,,2-254-33-255
Lightning Bolt,146,TYPE_FLASH,0,4,BYE,BYE,4,R1-KIT-EDU,80,80,0,0,0,254,False,,,30-254-33-255
Moskito Chase (Shaking),147,TYPE_MST_SCROLL,0,2,MST,MST,1,R1-EDU,80,96,0,0,0,254,False,,,2-254-33-255
Moskito Chase (Moves in),147,TYPE_MST_SCROLL,0,2,MST,MST,1,R1-EDU,80,96,0,0,1,0,False,,,2-254-33-255
Moskito Chase (Moves out),147,TYPE_MST_SCROLL,0,2,MST,MST,1,R1-EDU,80,96,0,0,2,0,False,,,2-254-33-255
Treble Clef,149,TYPE_CLE_SOL,0,0,CLE,CLE,2,R1-KIT-EDU,56,128,16,0,0,0,False,,,2-254-33-255
Mr Skops,150,TYPE_SCORPION,0,0,SKO,SKO,5,R1,128,200,32,0,8,255,False,,13-23-23-23-57-163-163-129-129-129-129-197-197,8-0-5-0-19-6-11-2-5-1-19-1-11-0-8-0-5-2-2-100-24-0-11-1-8-0-5-3-2-100-24-1-11-3-8-0-5-4-30-70-24-2-11-4-2-70-8-1-5-15-20-60-2-0-24-3-11-5-8-1-5-13-20-60-254-0-8-0-5-2-19-1-8-1-5-15-20-60-2-0-8-0-5-4-30-80-24-4-11-6-30-60-8-0-5-4-30-10-8-1-5-15-20-106-3-0-24-5-11-11-30-60-8-0-5-4-30-60-8-1-5-15-20-193-3-0-24-6-11-8-30-200-24-7-11-7-30-30-8-1-5-15-20-48-2-0-8-0-5-2-20-1-0-0-24-8-11-9-19-3-24-9-11-10-8-2-5-0-30-72-20-6-3-251-20-5-3-252-20-5-3-253-20-5-3-254-20-6-3-255-20-15-0-0-24-10-11-12-30-200-24-11-11-13-8-1-5-13-20-40-254-0-8-0-5-5-24-12-33-255
Bullet,151,TYPE_BULLET,2,2,CHA,BAL,1-2-3-4-5-6,R1-KIT-EDU,80,64,50,0,0,254,False,,10-26-20-36,11-0-17-2-0-26-0-24-1-11-1-8-2-5-2-0-15-5-11-11-2-0-10-24-2-11-3-8-2-5-2-1-15-5-11-11-4-1-10-24-3-33-255
Drum Walker,152,TYPE_CAISSE_CLAIRE,0,0,CCL,CCL,2,R1-KIT-EDU,128,192,24,2,254,255,True,,1-7-13,11-1-2-200-24-0-11-2-0-200-24-1-11-3-1-200-24-2-33-255
Drum Walker (Left on contact),152,TYPE_CAISSE_CLAIRE,0,2,CCL,CCL,2,R1-KIT-EDU,128,192,24,2,0,255,True,,,30-200-33-255
Drum Walker (Right on contact),152,TYPE_CAISSE_CLAIRE,0,2,CCL,CCL,2,R1-KIT-EDU,128,192,24,2,1,255,True,,,30-200-33-255
Betilla,153,TYPE_FEE,0,0,FEE,FEE,1-2-3-4-5-6,R1,80,32,0,0,0,0,False,,1-1,11-0-2-254-24-0-11-1-5-3-2-200-24-1-33-255
Sprinkler 4 heads (Down),154,TYPE_ROULETTE2,0,13,NMP,MPL,2,R1-KIT-EDU,64,0,10,5,0,0,True,,37-7-15-23-31,2-254-23-0-11-1-5-14-20-1-0-1-23-1-11-99-20-1-2-0-23-2-11-99-20-1-0-254-23-3-11-99-20-1-0-0-23-4-33-255
Sprinkler 4 heads (Down-Right),154,TYPE_ROULETTE2,0,13,NMP,MPL,2,R1-KIT-EDU,64,0,10,5,0,0,True,,53-7-15-23-31-39-47,2-254-23-0-11-1-5-14-20-1-1-1-23-1-11-99-20-1-255-1-23-2-11-99-20-1-2-0-23-3-11-99-20-1-255-255-23-4-11-99-20-1-1-255-23-5-11-99-20-1-0-0-23-6-33-255
Sprinkler 3 heads,155,TYPE_ROULETTE3,0,15,NMP,MPL,2,R1-KIT-EDU,64,0,10,5,0,0,True,,21-7-15,2-254-23-0-11-1-5-16-20-1-1-0-23-1-11-99-20-1-0-0-23-2-33-255
Bad Note (1),156,TYPE_WALK_NOTE_1,1,0,NOT,NOT,2,R1-KIT-EDU,80,80,64,0,254,254,False,,1-7-13,11-0-2-200-24-0-11-1-0-200-24-1-11-2-1-200-24-2-33-255
Ink,157,TYPE_EAU,0,0,ENC,EAU,4,R1-KIT-EDU,50,80,0,0,255,0,False,,,30-254-33-255
Water,157,TYPE_EAU,0,0,EAU,EAU,1-3-5,R1-KIT-EDU,50,80,0,0,255,0,False,,,2-254-33-255
Ink (Follow),157,TYPE_EAU,0,1,ENC,EAU,4,R1-KIT-EDU,50,80,0,0,0,0,False,,,30-254-33-255
KitDuplicate Water (Follow),157,TYPE_EAU,0,1,EAU,EAU,1-3-5,R1-KIT-EDU,50,80,0,0,0,0,False,,,30-254-33-255
Water (Follow),157,TYPE_EAU,0,1,EAU,EAU,1-3-5,R1-KIT-EDU,50,80,0,0,0,0,False,,,2-254-33-255
Palette Change (Left 1 to Right 2),158,TYPE_PALETTE_SWAPPER,9,0,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Left 1 to Right 3),158,TYPE_PALETTE_SWAPPER,9,1,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Left 2 to Right 3),158,TYPE_PALETTE_SWAPPER,9,2,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Left 2 to Right 1),158,TYPE_PALETTE_SWAPPER,9,3,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Left 3 to Right 1),158,TYPE_PALETTE_SWAPPER,9,4,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Left 3 to Right 2),158,TYPE_PALETTE_SWAPPER,9,5,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 1 to Bottom 2),158,TYPE_PALETTE_SWAPPER,9,6,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 1 to Bottom 3),158,TYPE_PALETTE_SWAPPER,9,7,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 2 to Bottom 3),158,TYPE_PALETTE_SWAPPER,9,8,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 2 to Bottom 1),158,TYPE_PALETTE_SWAPPER,9,9,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 3 to Bottom 1),158,TYPE_PALETTE_SWAPPER,9,10,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Palette Change (Top 3 to Bottom 2),158,TYPE_PALETTE_SWAPPER,9,11,DIV,DIV,1-2-3-4-5-6,R1-EDU,80,64,0,0,0,254,False,,,30-250-33-255
Monk (Ball chain),159,TYPE_TIBETAIN_6,3,0,BON,MPL,2,R1-KIT-EDU,112,192,8,4,0,0,True,,,
Monk (Bongos),160,TYPE_TIBETAIN_2,4,0,BON,MPL,2,R1-KIT-EDU,112,240,4,4,0,0,True,,,
Breakout Ting,161,TYPE_WIZ,5,24,PNG,PNG,1-2-3-4-5-6,R1,18,16,0,0,200,254,False,,,
Ting (D1),161,TYPE_WIZ,5,24,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (E),161,TYPE_WIZ,5,25,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (F),161,TYPE_WIZ,5,26,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (G),161,TYPE_WIZ,5,27,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (A),161,TYPE_WIZ,5,28,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (B),161,TYPE_WIZ,5,29,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (C),161,TYPE_WIZ,5,30,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Ting (D2),161,TYPE_WIZ,5,31,PNG,PNG,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,200,254,False,,,
Joe Ufo,162,TYPE_UFO_IDC,0,0,UFO,UFO,5,EDU,60,96,8,0,0,0,True,,,30-200-33-255
Palette Platform,162,TYPE_UFO_IDC,0,0,PALETTE,PALETTE,4,EDU,60,96,8,0,0,0,True,,,30-200-33-255
Joe Ufo,162,TYPE_UFO_IDC,0,13,IDC,IDC,5,R1,60,96,8,0,0,0,True,,,30-200-33-255
Circuit Box In-Game (Right Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,0,IDC,IDC,4-5,KIT-EDU,16,16,1,0,0,0,False,,,2-254-33-255
Circuit Box In-Game (Right Rotates 90 Clockwise),163,TYPE_INDICATOR,0,0,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Right Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,0,IDC,IDC,4-5,KIT-EDU,16,16,1,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Right Rotates 90 Clockwise),163,TYPE_INDICATOR,0,0,IDC,IDC,4-5,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box In-Game (Down Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,1,IDC,IDC,4-5,KIT-EDU,16,16,1,0,0,0,False,,,2-254-33-255
Circuit Box In-Game (Down Rotates 90 Clockwise),163,TYPE_INDICATOR,0,1,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Down Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,1,IDC,IDC,4-5,KIT-EDU,16,16,1,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Down Rotates 90 Clockwise),163,TYPE_INDICATOR,0,1,IDC,IDC,4-5,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box In-Game (Left Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,2,IDC,IDC,4-5,KIT-EDU,16,16,1,0,0,0,False,,,2-254-33-255
Circuit Box In-Game (Left Rotates 90 Clockwise),163,TYPE_INDICATOR,0,2,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Left Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,2,IDC,IDC,4-5,KIT-EDU,16,16,1,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Left Rotates 90 Clockwise),163,TYPE_INDICATOR,0,2,IDC,IDC,4-5,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box In-Game (Up Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,3,IDC,IDC,4-5,KIT-EDU,16,16,1,0,0,0,False,,,2-254-33-255
Circuit Box In-Game (Up Rotates 90 Clockwise),163,TYPE_INDICATOR,0,3,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Up Rotates 90 Anticlockwise),163,TYPE_INDICATOR,0,3,IDC,IDC,4-5,KIT-EDU,16,16,1,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Up Rotates 90 Clockwise),163,TYPE_INDICATOR,0,3,IDC,IDC,4-5,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Up and Right),163,TYPE_INDICATOR,0,4,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Up and Right),163,TYPE_INDICATOR,0,4,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Down and Right),163,TYPE_INDICATOR,0,5,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Down and Right),163,TYPE_INDICATOR,0,5,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Up and Left),163,TYPE_INDICATOR,0,6,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Up and Left),163,TYPE_INDICATOR,0,6,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Down and Left),163,TYPE_INDICATOR,0,7,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Down and Left),163,TYPE_INDICATOR,0,7,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Reverse Direction),163,TYPE_INDICATOR,0,8,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Reverse Direction),163,TYPE_INDICATOR,0,8,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Faster Right - Slower Left),163,TYPE_INDICATOR,0,9,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Faster Right - Slower Left),163,TYPE_INDICATOR,0,9,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Faster Left - Slower Right),163,TYPE_INDICATOR,0,10,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Faster Left - Slower Right),163,TYPE_INDICATOR,0,10,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Faster Down - Slower Up),163,TYPE_INDICATOR,0,11,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Faster Down - Slower Up),163,TYPE_INDICATOR,0,11,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Circuit Box Editor (Faster Up - Slower Down),163,TYPE_INDICATOR,0,12,IDC,IDC,4-5,R1-KIT-EDU,16,16,0,0,0,0,False,,,2-254-33-255
Circuit Box Editor (Faster Up - Slower Down),163,TYPE_INDICATOR,0,12,IDC,IDC,4,KIT-EDU,16,16,0,0,1,0,False,,,2-254-33-255
Gendoor (R1 Size 4),164,TYPE_GENERATING_DOOR,10,0,DIV,DIV,1-2-3-4-5-6,R1-EDU,0,0,0,0,0,254,False,,,
Gendoor (Size 1),164,TYPE_GENERATING_DOOR,10,1,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Gendoor (Size 2),164,TYPE_GENERATING_DOOR,10,2,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Gendoor (Size 3),164,TYPE_GENERATING_DOOR,10,3,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Gendoor (RD Size 4),164,TYPE_GENERATING_DOOR,10,4,DIV,DIV,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,254,False,,,
Gendoor (Size 5),164,TYPE_GENERATING_DOOR,10,4,DIV,DIV,1-2-3-4-5-6,KIT-EDU,0,0,1,0,0,254,False,,,
Livingstone Little (Aggressive),165,TYPE_BADGUY3,0,0,LIV,LIVPTI,1,R1-KIT-EDU,80,95,50,3,2,255,False,,17-39-17-59-81-59,11-0-8-0-5-7-19-1-23-0-11-5-8-1-5-13-11-2-0-100-2-1-8-0-5-0-19-1-0-100-23-1-11-4-8-0-5-14-19-1-24-2-11-1-8-0-5-7-19-1-23-3-11-6-8-1-5-13-11-3-1-100-2-1-8-0-5-0-19-1-1-100-23-4-11-4-8-0-5-14-19-1-24-5-33-255
Lever,166,TYPE_LEVIER,0,0,LEV2,LEV2,4,KIT-EDU,80,80,0,0,254,0,False,,,2-254-33-255
Lever,166,TYPE_LEVIER,0,0,LEV,LEV,5,EDU,80,80,0,0,254,0,False,,,2-254-33-255
Lever,166,TYPE_LEVIER,5,53,PNG,PNG,1-2-3-4-5-6,R1,80,80,0,0,254,0,False,,,2-254-33-255
Plum (Steady 3),167,TYPE_FALLING_OBJ3,0,12,NEN,NEN,1,R1-KIT-EDU,20,30,9,0,1,254,True,,,2-254-33-255
Single Cymbal,168,TYPE_CYMBAL1,0,12,CYM,CYM,2,EDU,146,72,12,0,0,255,False,,1-11-19-27-35-43-51-59-67-75-83-91-99-107-115-123-131-139-147-155-163-171-179,11-3-20-1-0-0-24-0-11-4-5-4-20-1-1-0-23-1-11-99-20-1-0-16-23-2-11-99-20-1-0-0-23-3-11-99-20-1-0-16-23-4-11-99-20-1-16-0-23-5-11-99-20-1-0-0-23-6-11-99-20-1-16-0-23-7-11-99-20-1-0-16-23-8-11-99-20-1-16-0-23-9-11-99-20-1-0-240-23-10-11-99-20-1-16-0-23-11-11-99-20-1-0-0-23-12-11-99-20-1-16-0-23-13-11-99-20-1-0-240-23-14-11-99-20-1-0-0-23-15-11-99-20-1-0-240-23-16-11-99-20-1-240-0-23-17-11-99-20-1-240-240-23-18-11-99-20-1-240-0-23-19-11-99-20-1-0-0-23-20-11-99-20-1-240-0-23-21-11-99-20-1-0-208-23-22-33-255
Beam (Mr Skops),170,TYPE_RAYON,3,0,SKO,SKO,5,R1,80,80,0,0,0,255,False,,,30-200-33-255
Rayman and Bzzit Cutscene,171,TYPE_MST_COPAIN,6,9,RMS,RMS,1,R1-KIT-EDU,80,80,48,0,1,0,False,,,30-254-33-255
Stone Man (Aggressive),172,TYPE_STONEWOMAN,0,0,HP,HP,3-5,R1-KIT-EDU,80,127,0,3,15,254,False,,1-23-97-81-1-81-1-1-1-1-115-81-1,11-10-8-0-5-14-19-1-24-0-11-11-8-0-5-10-19-1-17-70-28-1-24-2-24-3-11-13-8-1-5-1-19-1-8-0-5-9-19-1-24-4-11-17-8-1-5-0-19-2-24-5-11-0-8-0-5-3-19-1-8-0-5-4-19-1-8-0-5-14-24-6-11-1-8-0-5-14-24-7-11-7-8-0-5-9-19-1-8-0-5-15-19-1-24-8-11-12-8-0-5-13-19-2-24-9-11-14-8-0-5-11-19-1-11-15-30-200-24-10-11-16-8-0-5-12-19-1-24-11-11-8-30-10-24-12-33-255
Pirate Ship,173,TYPE_BATEAU,0,0,SMA,SMA,4,R1,0,0,0,0,0,0,False,,13-17-27-63,2-250-2-250-20-150-240-0-20-40-248-0-2-1-30-250-23-0-30-200-23-1-20-64-0-6-2-1-30-200-23-2-20-16-3-253-20-16-6-253-20-16-9-253-20-32-12-253-20-16-9-253-20-16-6-253-20-16-3-253-20-1-0-0-30-200-23-3-30-50-20-16-4-240-20-16-8-248-20-16-12-252-20-16-16-4-20-16-16-8-20-16-16-16-20-16-16-6-20-16-16-250-20-250-16-0-33-255
Space Pirate (Bomber Left 2),174,TYPE_PIRATE_POELLE,0,1,SPA,SPA,4,R1-KIT-EDU,80,96,0,0,2,255,False,,,30-200-33-255
Space Pirate (Earring Left 2),174,TYPE_PIRATE_POELLE,0,16,SPA,SPA,4,R1-KIT-EDU,80,96,0,0,2,255,False,,,30-200-33-255
Pin (Down Platform),175,TYPE_PUNAISE1,0,7,IPL,IPL,4,R1-KIT-EDU,90,48,8,0,0,254,True,,,30-250-33-255
Pin (Down),175,TYPE_PUNAISE1,0,16,IPL,IPL,4,R1-KIT-EDU,90,48,8,0,0,254,False,,,30-250-33-255
Pencil (Down Static),176,TYPE_CRAYON_BAS,0,0,IPL,IPL,4,R1-KIT-EDU,78,127,7,0,1,254,True,,,30-250-33-255
Yinyang (Steady),177,TYPE_FALLING_YING,0,12,IPL,IPL,4,R1-KIT-EDU,90,64,10,0,1,254,True,,,30-250-33-255
Yinyang (Moving),177,TYPE_FALLING_YING,2,2,IPL,IPL,4,R1-KIT-EDU,90,64,10,0,1,254,True,,,30-250-33-255
Pencil (Down Moving Alone),178,TYPE_HERSE_BAS,0,2,IPL,IPL,4,R1-KIT-EDU,78,127,7,0,1,254,True,,,30-200-33-255
Pencil (Down First of a wave),178,TYPE_HERSE_BAS,0,2,IPL,IPL,4,R1-KIT-EDU,78,127,7,0,3,254,True,,,30-200-33-255
Pencil (Down Part of a wave),179,TYPE_HERSE_BAS_NEXT,0,2,IPL,IPL,4,R1-KIT-EDU,78,127,7,0,1,254,True,,,30-200-33-255
Mr Sax (Chase),180,TYPE_SAXO2,0,2,SAX,SAX,2,R1,128,200,32,0,12,255,False,,,2-254-33-255
Mr Sax (Increase walk speed),181,TYPE_SCROLL_SAX,0,8,SAX,SAX,2,R1,80,96,0,0,1,0,False,,,30-254-33-255
Mr Sax (Decrease walk speed),181,TYPE_SCROLL_SAX,0,9,SAX,SAX,2,R1,80,96,0,0,0,0,False,,,30-254-33-255
Bad Note (Stationary),182,TYPE_NOTE3,0,4,NOT,NOT,2,R1-KIT-EDU,80,72,12,0,1,254,False,,,2-254-33-255
Mr Sax (First Encounter),183,TYPE_SAXO3,0,2,SAX,SAX,2,R1,128,200,32,0,255,255,False,,,2-254-33-255
Space Pirate (Bomber Right 1),184,TYPE_PIRATE_POELLE_D,0,1,SPA,SPA,4,R1-KIT-EDU,80,96,0,0,2,255,False,,,1-1-30-200-33-255
Space Pirate (Earring Right 1),184,TYPE_PIRATE_POELLE_D,0,16,SPA,SPA,4,R1-KIT-EDU,80,96,0,0,2,255,False,,,1-1-30-200-33-255
Bad Note (2),185,TYPE_WALK_NOTE_2,1,0,NOT,NOT,2,R1-KIT-EDU,80,80,64,0,254,254,False,,1-7-13,11-0-2-200-24-0-11-1-0-200-24-1-11-2-1-200-24-2-33-255
Space Pirate (Dead),186,TYPE_POELLE_ALWAYS,0,0,SPA,SPA,4,R1-KIT-EDU,80,96,0,0,0,0,False,,,30-200-33-255
Viking Mama,187,TYPE_MAMA_PIRATE,0,6,SMA,SMA,4,R1,128,200,0,0,6,255,False,,,30-200-33-255
Spiky Platform,188,TYPE_RUBIS,0,7,CPL,CPL,1-3-5,R1-KIT-EDU,18,32,5,0,0,254,True,,,2-254-33-255
Spiky Platform,188,TYPE_RUBIS,0,7,CPR,CPL,2-4-6,R1-KIT-EDU,18,32,5,0,0,254,True,,,2-254-33-255
Spiky Platform (Horizontal),189,TYPE_MOVE_RUBIS,0,7,CPL,CPL,1-3-5,R1-KIT-EDU,18,32,5,0,0,254,True,,1-9,11-99-20-1-2-0-23-0-11-99-20-1-254-0-23-1-33-255
